Year,Receptor,Species,Methods,Raw_Text_Methods,Brain_Regions,Topic_Spec
2011,5ht2a,(4 u'(?i)\\b(rats|rat)\\b'),Method.ANTAGONIST,(41 u'\\bhaloperidol');(27 u'\\blsd');(23 u'\\bmdl');(12 u'\\bantagonist'),,(4 u'\\btreatment');(26 u'\\bbehav');(22 u'\\bschizophreni');(33 u'\\blocomot');(19 u'\\bpsychosis');(25 u'\\bsocial');(29 u'\\bhyperactiv'),
2009,5ht5;5ht1b,,Method.ANTAGONIST,(12 u'\\bantagonist'),(19 u'(?i)\\b(cortexes|cortex)\\b');(9 u'(?i)\\b(cerebellums|cerebellum)\\b');(3 u'(?i)\\b(postsynaptics|postsynaptic)\\b'),,
1997,5ht1a;5ht1a;5ht5;5ht1a,,Method.AGONIST,(15 u'\\b8ohdpat');(13 u'\\bagonist'),,(9 u'\\bstress');(26 u'\\bbehav'),
2000,5ht2c;5ht2;5ht2;5ht2;5ht2,,Method.AGONIST,(35 u'\\badenosine');(13 u'\\bagonist'),,,
2002,5ht1b;5ht1b;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),,,,(3 u'\\bclinical');(8 u'\\banxi');(9 u'\\bstress');(7 u'\\bdepressi');(26 u'\\bbehav'),
2001,5ht3;5ht2c;5ht2a;5ht3;5ht2c;5ht2c;5ht3;5ht2a;5ht5;5ht2a;5ht2a;5ht2c,(4 u'(?i)\\b(rats|rat)\\b'),Method.STAINING,,,(35 u'\\bnocicept'),
1997,5ht3;5ht3;5ht3;5ht3;5ht3;5ht3;5ht3;5ht3,(7 u'(?i)\\b(guineas|guinea)(-|\\s+)?(pigs|pig)\\b');(4 u'(?i)\\b(rats|rat)\\b'),Method.ANTAGONIST,(20 u'\\bondansetron');(12 u'\\bantagonist'),,,
1997,5ht3;5ht3;5ht3,(4 u'(?i)\\b(rats|rat)\\b');(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.ANTAGONIST,(12 u'\\bantagonist'),,(12 u'\\bsleep');(4 u'\\btreatment');(13 u'\\bantidepress');(29 u'\\bhyperactiv'),
2003,5ht6;5ht6;5ht6;5ht6;5ht6;5ht6,(4 u'(?i)\\b(rats|rat)\\b'),Method.ANTAGONIST,(12 u'\\bantagonist'),(19 u'(?i)\\b(cortexes|cortex)\\b'),(4 u'\\btreatment'),
2015,5ht2c;5ht1b;5ht1a;5ht2c;5ht1a;5ht2c;5ht1a;5ht2c,(4 u'(?i)\\b(rats|rat)\\b');(3 u'(?i)\\b(males|male)\\b'),Method.ANTAGONIST,(51 u'\\bway100635');(11 u'\\bfluoxetine');(12 u'\\bantagonist');(39 u'\\bselective serotonin reuptake inhibitor');(38 u'\\bssri'),(20 u'(?i)\\b(prefrontals|prefrontal)\\b');(8 u'(?i)\\b(centrals|central)(-|\\s+)?(nervouses|nervous)(-|\\s+)?(systems|system)\\b');(19 u'(?i)\\b(cortexes|cortex)\\b'),(4 u'\\btreatment');(26 u'\\bbehav'),
1997,5ht1b;5ht1b;5ht1b,(6 u'(?i)\\b(rodents|rodent)\\b');(4 u'(?i)\\b(rats|rat)\\b'),,,(23 u'(?i)\\b(forebrains|forebrain)\\b'),,
2002,5ht1a;5ht5;5ht1a;5ht1a;5ht2c;5ht1a;5ht1a;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),,(3 u'\\bimmunoreactiv'),(3 u'(?i)\\b(postsynaptics|postsynaptic)\\b'),(26 u'\\bbehav'),
2019,5ht2a;5ht1a;5ht2c;5ht1a;5ht1a;5ht2a;5ht2c;5ht2a,(4 u'(?i)\\b(rats|rat)\\b'),Method.ANTAGONIST,(11 u'\\bfluoxetine');(22 u'\\bbuspirone');(12 u'\\bantagonist');(53 u'\\bketanserin'),,(5 u'\\btherap'),
2019,5ht6;5ht6;5ht6;5ht6;5ht6;5ht6,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(32 u'\\blesions');(13 u'\\bagonist');(12 u'\\bantagonist'),(23 u'(?i)\\b(forebrains|forebrain)\\b');(12 u'(?i)\\b(amygdalas|amygdala)\\b'),(24 u'\\banxiolytic');(8 u'\\banxi');(34 u'\\bparkinson');(26 u'\\bbehav'),
2008,5ht2c;5ht2c;5ht2c;5ht2;5ht2c,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(13 u'\\bagonist');(12 u'\\bantagonist'),,(9 u'\\bstress');(4 u'\\btreatment');(26 u'\\bbehav'),
2009,5ht4;5ht4;5ht4;5ht4;5ht4;5ht4,(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.AGONIST,(13 u'\\bagonist'),(19 u'(?i)\\b(cortexes|cortex)\\b'),(14 u'\\bcogniti');(17 u'\\balzheimer');(5 u'\\btherap');(4 u'\\btreatment'),
2013,5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST,(15 u'\\b8ohdpat');(11 u'\\bfluoxetine');(13 u'\\bagonist');(38 u'\\bssri'),,(5 u'\\btherap');(13 u'\\bantidepress');(4 u'\\btreatment'),
2002,5ht3;5ht3;5ht3;5ht3b;5ht3a;5ht3a;5ht3;5ht3a;5ht3b;5ht3b;5ht3a;5ht3;5ht3a;5ht3b;5ht3a;5ht3;5ht3a;5ht3b;5ht3a;5ht3b;5ht3a;5ht3a;5ht3;5ht3b;5ht3b;5ht3b;5ht3b;5ht3a,(4 u'(?i)\\b(rats|rat)\\b'),,,(10 u'(?i)\\b(peripherals|peripheral)(-|\\s+)?(nervouses|nervous)(-|\\s+)?(systems|system)\\b');(4 u'(?i)\\b(presynaptics|presynaptic)\\b'),(14 u'\\bcogniti');(26 u'\\bbehav'),
1998,5ht1a;5ht1a;5ht1a;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(51 u'\\bway100635');(13 u'\\bagonist');(12 u'\\bantagonist'),(11 u'(?i)\\b(cerebrals|cerebral)\\b'),,
2014,5ht2;5ht1a;5ht1a;5ht2a,(4 u'(?i)\\b(rats|rat)\\b'),Method.ANTAGONIST,(12 u'\\bantagonist'),(19 u'(?i)\\b(cortexes|cortex)\\b'),(3 u'\\bclinical');(7 u'\\bdepressi');(23 u'\\bantipsychotic');(13 u'\\bantidepress'),
2015,5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a,(6 u'(?i)\\b(rodents|rodent)\\b'),Method.AGONIST,(22 u'\\bbuspirone');(13 u'\\bagonist'),,(26 u'\\bbehav');(9 u'\\bstress');(7 u'\\bdepressi');(13 u'\\bantidepress');(8 u'\\banxi');(14 u'\\bcogniti');(24 u'\\banxiolytic'),
2005,5ht1a;5ht1a;5ht1a;5ht1a;5ht1a,,Method.PET,(51 u'\\bway100635');(19 u'\\bpositron emission tomography');(17 u'\\bpet'),,(7 u'\\bdepressi');(26 u'\\bbehav');(1 u'\\bpatient'),
2015,5ht1a;5ht2a;5ht2a;5ht2a;5ht2c;5ht1a;5ht2a;5ht2c;5ht1a;5ht2c;5ht2c,(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.ANTAGONIST,(11 u'\\bfluoxetine');(9 u'\\britanserin');(12 u'\\bantagonist'),(8 u'(?i)\\b(centrals|central)(-|\\s+)?(nervouses|nervous)(-|\\s+)?(systems|system)\\b'),(2 u'\\bdisorder');(7 u'\\bdepressi');(33 u'\\blocomot');(13 u'\\bantidepress');(4 u'\\btreatment'),
2007,5ht2a,(3 u'(?i)\\b(males|male)\\b'),Method.PET;Method.ANTAGONIST,(19 u'\\bpositron emission tomography');(12 u'\\bantagonist');(17 u'\\bpet'),,(3 u'\\bclinical');(5 u'\\btherap');(23 u'\\bantipsychotic'),
2018,5ht7;5ht3;5ht1d;5ht3;5ht3;5ht3;5ht1a;5ht1b,(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),,(11 u'\\bfluoxetine');(39 u'\\bselective serotonin reuptake inhibitor'),(8 u'(?i)\\b(centrals|central)(-|\\s+)?(nervouses|nervous)(-|\\s+)?(systems|system)\\b'),(4 u'\\btreatment');(7 u'\\bdepressi');(13 u'\\bantidepress');(1 u'\\bpatient');(14 u'\\bcogniti');(30 u'\\bpain'),
2003,5ht1b;5ht1;5ht1b;5ht1b;5ht1b,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST,(13 u'\\bagonist'),(11 u'(?i)\\b(cerebrals|cerebral)\\b'),(4 u'\\btreatment'),
2008,5ht7;5ht7;5ht2a;5ht2a,(4 u'(?i)\\b(rats|rat)\\b');(5 u'(?i)\\b(mices|mice)\\b');(8 u'(?i)\\b(primates|primate)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.AGONIST;Method.ANTAGONIST,(13 u'\\bagonist');(12 u'\\bantagonist'),(19 u'(?i)\\b(cortexes|cortex)\\b');(15 u'(?i)\\b(substantias|substantia)(-|\\s+)?(nigras|nigra)\\b');(3 u'(?i)\\b(postsynaptics|postsynaptic)\\b');(11 u'(?i)\\b(cerebrals|cerebral)\\b'),(23 u'\\bantipsychotic');(26 u'\\bbehav'),
2020,5ht1a,(4 u'(?i)\\b(rats|rat)\\b');(3 u'(?i)\\b(males|male)\\b'),Method.AGONIST;Method.ANTAGONIST,(15 u'\\b8ohdpat');(13 u'\\bagonist');(12 u'\\bantagonist'),,(26 u'\\bbehav'),
1998,5ht2a;5ht2a;5ht2,,Method.PET,(40 u'\\bclozapine');(42 u'\\bneuroleptics');(18 u'\\bimaging');(19 u'\\bpositron emission tomography');(17 u'\\bpet'),,(3 u'\\bclinical');(22 u'\\bschizophreni');(4 u'\\btreatment');(23 u'\\bantipsychotic');(1 u'\\bpatient'),
2000,5ht2a;5ht2a;5ht2a;5ht2a;5ht2a;5ht2a,(4 u'(?i)\\b(rats|rat)\\b'),Method.ANTAGONIST,(12 u'\\bantagonist'),(22 u'(?i)\\b(anteriors|anterior)(-|\\s+)?(cingulates|cingulate)\\b');(12 u'(?i)\\b(amygdalas|amygdala)\\b'),(4 u'\\btreatment'),
2006,5ht2c;5ht2a;5ht2c;5ht2c;5ht2c;5ht2c;5ht2c;5ht2c;5ht2c,(4 u'(?i)\\b(rats|rat)\\b');(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.AGONIST;Method.ANTAGONIST,(33 u'\\bmcpp');(12 u'\\bantagonist');(36 u'\\bbenzodiazepine');(22 u'\\bbuspirone');(13 u'\\bagonist');(31 u'\\bbenzodiazepines');(16 u'\\bdiazepam'),,(24 u'\\banxiolytic');(8 u'\\banxi');(5 u'\\btherap');(26 u'\\bbehav');(4 u'\\btreatment'),
2010,5ht1a;5ht1a;5ht1a;5ht2a;5ht2a;5ht1a;5ht1a;5ht2a;5ht2a,(4 u'(?i)\\b(rats|rat)\\b'),,(2 u'\\blabeling'),(23 u'(?i)\\b(forebrains|forebrain)\\b');(20 u'(?i)\\b(prefrontals|prefrontal)\\b'),(2 u'\\bdisorder');(4 u'\\btreatment');(23 u'\\bantipsychotic');(1 u'\\bpatient'),
2018,5ht6;5ht6;5ht6;5ht6;5ht6;5ht6;5ht6;5ht6,(4 u'(?i)\\b(rats|rat)\\b'),,,(21 u'(?i)\\b(mpfcs|mpfc)\\b');(23 u'(?i)\\b(forebrains|forebrain)\\b');(20 u'(?i)\\b(prefrontals|prefrontal)\\b');(12 u'(?i)\\b(amygdalas|amygdala)\\b');(19 u'(?i)\\b(cortexes|cortex)\\b'),(24 u'\\banxiolytic');(8 u'\\banxi');(34 u'\\bparkinson');(26 u'\\bbehav'),
2004,5ht1a;5ht2a;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(51 u'\\bway100635');(41 u'\\bhaloperidol');(13 u'\\bagonist');(12 u'\\bantagonist');(40 u'\\bclozapine'),(20 u'(?i)\\b(prefrontals|prefrontal)\\b');(19 u'(?i)\\b(cortexes|cortex)\\b'),(14 u'\\bcogniti');(23 u'\\bantipsychotic'),
2017,5ht2a,(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.KNOCKOUT,(40 u'\\bclozapine'),,(3 u'\\bclinical');(22 u'\\bschizophreni');(4 u'\\btreatment');(23 u'\\bantipsychotic');(1 u'\\bpatient'),
2007,5ht1b;5ht1b;5ht1b;5ht1b;5ht1b;5ht1b,(5 u'(?i)\\b(mices|mice)\\b');(2 u'(?i)\\b(females|female)\\b');(1 u'(?i)\\b(mice|mouse)\\b');(4 u'(?i)\\b(rats|rat)\\b');(6 u'(?i)\\b(rodents|rodent)\\b');(3 u'(?i)\\b(males|male)\\b'),Method.AGONIST,(13 u'\\bagonist'),(20 u'(?i)\\b(prefrontals|prefrontal)\\b');(19 u'(?i)\\b(cortexes|cortex)\\b'),(6 u'\\baggressi');(25 u'\\bsocial');(26 u'\\bbehav');(4 u'\\btreatment'),
1992,5ht1a;5ht1a,,Method.AGONIST,(22 u'\\bbuspirone');(13 u'\\bagonist'),(20 u'(?i)\\b(prefrontals|prefrontal)\\b');(11 u'(?i)\\b(cerebrals|cerebral)\\b');(19 u'(?i)\\b(cortexes|cortex)\\b'),(26 u'\\bbehav');(16 u'\\blearning'),
1994,5ht1a;5ht1a,,,(21 u'\\bipsapirone');(22 u'\\bbuspirone');(24 u'\\bgepirone'),,,
2012,5ht6;5ht6,,Method.ANTAGONIST,(12 u'\\bantagonist'),,(14 u'\\bcogniti'),
1998,5ht3;5ht3,,Method.PET;Method.ANTAGONIST,(19 u'\\bpositron emission tomography');(12 u'\\bantagonist'),,,
1991,5ht3;5ht1;5ht1;5ht3;5ht3;5ht2;5ht3;5ht3;5ht3,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(23 u'\\bmdl');(3 u'\\bimmunoreactiv');(13 u'\\bagonist');(12 u'\\bantagonist'),(11 u'(?i)\\b(cerebrals|cerebral)\\b');(19 u'(?i)\\b(cortexes|cortex)\\b'),(3 u'\\bclinical');(24 u'\\banxiolytic');(8 u'\\banxi'),
2003,5ht7;5ht1a;5ht4;5ht1a;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.ANTAGONIST,(12 u'\\bantagonist'),,,
2009,5ht1;5ht1;5ht1;5ht1;5ht1,,,(3 u'\\bimmunoreactiv'),(14 u'(?i)\\b(caudals|caudal)\\b'),(12 u'\\bsleep');(3 u'\\bclinical'),
2011,5ht2a;5ht2a;5ht2a;5ht2a;5ht2a;5ht2a;5ht2a;5ht2a,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST,(13 u'\\bagonist');(49 u'\\bdoi'),,(22 u'\\bschizophreni');(4 u'\\btreatment');(2 u'\\bdisorder'),
1999,5ht2a;5ht2a;5ht2a;5ht2a,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST,(13 u'\\bagonist'),(19 u'(?i)\\b(cortexes|cortex)\\b'),(12 u'\\bsleep');(33 u'\\blocomot'),
1999,5ht7;5ht1a;5ht2;5ht2;5ht1;5ht2,(4 u'(?i)\\b(rats|rat)\\b');(3 u'(?i)\\b(males|male)\\b'),Method.ANTAGONIST,(12 u'\\bantagonist'),,(23 u'\\bantipsychotic');(26 u'\\bbehav'),
2008,5ht1a;5ht7;5ht7;5ht1a,,Method.AGONIST;Method.ANTAGONIST,(15 u'\\b8ohdpat');(13 u'\\bagonist');(12 u'\\bantagonist'),,(4 u'\\btreatment');(26 u'\\bbehav'),
1994,5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a,(7 u'(?i)\\b(guineas|guinea)(-|\\s+)?(pigs|pig)\\b'),Method.AGONIST;Method.ANTAGONIST,(15 u'\\b8ohdpat');(22 u'\\bbuspirone');(12 u'\\bantagonist');(21 u'\\bipsapirone');(23 u'\\bmdl');(37 u'\\bpiperazine');(13 u'\\bagonist'),,(26 u'\\bbehav'),
1990,5ht1c;5ht1a;5ht1c;5ht1a;5ht1c;5ht1a;5ht1c;5ht1a;5ht2;5ht3;5ht2;5ht2;5ht1;5ht2,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(15 u'\\b8ohdpat');(12 u'\\bantagonist');(24 u'\\bgepirone');(30 u'\\b2methyl');(9 u'\\britanserin');(13 u'\\bagonist');(49 u'\\bdoi'),(15 u'(?i)\\b(substantias|substantia)(-|\\s+)?(nigras|nigra)\\b'),(33 u'\\blocomot');(26 u'\\bbehav'),
1992,5ht1a;5ht1a;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(15 u'\\b8ohdpat');(36 u'\\bbenzodiazepine');(13 u'\\bagonist');(12 u'\\bantagonist');(16 u'\\bdiazepam'),,(24 u'\\banxiolytic');(8 u'\\banxi');(4 u'\\btreatment'),
2015,5ht1a;5ht1a;5ht1a;5ht1a;5ht1a,(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.ANTAGONIST,(51 u'\\bway100635');(12 u'\\bantagonist'),(20 u'(?i)\\b(prefrontals|prefrontal)\\b');(3 u'(?i)\\b(postsynaptics|postsynaptic)\\b'),,
2017,5ht2a,,Method.AGONIST,(13 u'\\bagonist'),,(4 u'\\btreatment');(26 u'\\bbehav');(20 u'\\bmood');(9 u'\\bstress');(7 u'\\bdepressi');(13 u'\\bantidepress'),
1997,5ht1a;5ht1a;5ht1a;5ht1a;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST,(11 u'\\bfluoxetine');(21 u'\\bipsapirone');(13 u'\\bagonist'),,(4 u'\\btreatment'),
2004,5ht1a;5ht1a;5ht1a,(7 u'(?i)\\b(guineas|guinea)(-|\\s+)?(pigs|pig)\\b');(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(13 u'\\bagonist');(12 u'\\bantagonist'),(15 u'(?i)\\b(substantias|substantia)(-|\\s+)?(nigras|nigra)\\b'),(34 u'\\bparkinson');(26 u'\\bbehav');(27 u'\\bdyskinesia');(4 u'\\btreatment'),
2018,5ht1a;5ht1a;5ht1a;5ht1a;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(15 u'\\b8ohdpat');(51 u'\\bway100635');(13 u'\\bagonist');(12 u'\\bantagonist'),,(15 u'\\bmemory'),
1990,5ht3;5ht3,,Method.ANTAGONIST,(36 u'\\bbenzodiazepine');(16 u'\\bdiazepam');(12 u'\\bantagonist'),(20 u'(?i)\\b(prefrontals|prefrontal)\\b');(19 u'(?i)\\b(cortexes|cortex)\\b'),(9 u'\\bstress');(8 u'\\banxi'),
1998,5ht2a;5ht2a;5ht2a;5ht5;5ht2a,(4 u'(?i)\\b(rats|rat)\\b'),Method.ANTAGONIST,(41 u'\\bhaloperidol');(23 u'\\bmdl');(12 u'\\bantagonist');(40 u'\\bclozapine'),(20 u'(?i)\\b(prefrontals|prefrontal)\\b');(19 u'(?i)\\b(cortexes|cortex)\\b'),(14 u'\\bcogniti');(7 u'\\bdepressi');(23 u'\\bantipsychotic'),
2003,5ht3;5ht3;5ht3;5ht3,,Method.AGONIST,(13 u'\\bagonist'),,,
2005,5ht7;5ht7;5ht7;5ht7;5ht7,(4 u'(?i)\\b(rats|rat)\\b'),Method.STIMULATION;Method.ANTAGONIST,(12 u'\\bantagonist'),,,
1998,5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.ANTAGONIST,(37 u'\\bpiperazine');(18 u'\\bimaging');(12 u'\\bantagonist'),,,
2010,5ht4;5ht4d;5ht4;5ht4;5ht4a;5ht4;5ht4;5ht4d;5ht4b;5ht4;5ht4c;5ht4;5ht4b,,Method.AGONIST,(13 u'\\bagonist');(28 u'\\bzacopride'),,(3 u'\\bclinical'),
2011,5ht1a;5ht1a;5ht1a;5ht1a;5ht1a,,Method.PET;Method.AGONIST,(18 u'\\bimaging');(19 u'\\bpositron emission tomography');(13 u'\\bagonist');(17 u'\\bpet'),,,
2005,5ht1d;5ht1b;5ht2b;5ht2a;5ht2;5ht2a;5ht1d;5ht2a;5ht2b;5ht1;5ht1b;5ht1d;5ht1b;5ht2;5ht1d;5ht2b;5ht1b;5ht1d;5ht1b;5ht2b,,Method.AGONIST,(13 u'\\bagonist'),,,
2018,5ht2c;5ht2c;5ht2c;5ht2c;5ht2c;5ht2c;5ht2c,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(13 u'\\bagonist');(12 u'\\bantagonist'),,(33 u'\\blocomot');(26 u'\\bbehav'),
1999,5ht1a;5ht1a;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(15 u'\\b8ohdpat');(5 u'\\bmk801');(13 u'\\bagonist');(12 u'\\bantagonist'),,(26 u'\\bbehav'),
1997,5ht1d;5ht1b,,Method.AGONIST,(13 u'\\bagonist'),(14 u'(?i)\\b(caudals|caudal)\\b');(8 u'(?i)\\b(centrals|central)(-|\\s+)?(nervouses|nervous)(-|\\s+)?(systems|system)\\b'),(3 u'\\bclinical');(30 u'\\bpain');(4 u'\\btreatment'),
2009,5ht1;5ht1a;5ht1;5ht1a;5ht1;5ht1;5ht1;5ht1a;5ht1;5ht1,(4 u'(?i)\\b(rats|rat)\\b'),Method.IMMUNOHISTOCHEMISTRY;Method.AGONIST;Method.ANTAGONIST,(15 u'\\b8ohdpat');(51 u'\\bway100635');(3 u'\\bimmunoreactiv');(13 u'\\bagonist');(12 u'\\bantagonist'),,(3 u'\\bclinical');(26 u'\\bbehav');(27 u'\\bdyskinesia'),
2005,5ht1a;5ht1a;5ht1a,(4 u'(?i)\\b(rats|rat)\\b');(3 u'(?i)\\b(males|male)\\b'),Method.AGONIST,(15 u'\\b8ohdpat');(13 u'\\bagonist'),(12 u'(?i)\\b(amygdalas|amygdala)\\b'),(7 u'\\bdepressi'),
2002,5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1b;5ht1a;5ht1a;5ht1a;5ht1a,,Method.ANTAGONIST,(15 u'\\b8ohdpat');(39 u'\\bselective serotonin reuptake inhibitor');(12 u'\\bantagonist');(11 u'\\bfluoxetine');(38 u'\\bssri');(51 u'\\bway100635'),(23 u'(?i)\\b(forebrains|forebrain)\\b');(19 u'(?i)\\b(cortexes|cortex)\\b'),(3 u'\\bclinical');(4 u'\\btreatment');(13 u'\\bantidepress'),
2009,5ht3;5ht3,,Method.ANTAGONIST,(20 u'\\bondansetron');(12 u'\\bantagonist'),,(3 u'\\bclinical');(9 u'\\bstress'),
1992,5ht2;5ht1a;5ht2,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(9 u'\\britanserin');(13 u'\\bagonist');(12 u'\\bantagonist'),(16 u'(?i)\\b(drns|drn)\\b');(3 u'(?i)\\b(postsynaptics|postsynaptic)\\b'),,
1991,5ht1;5ht1;5ht2,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST,(21 u'\\bipsapirone');(13 u'\\bagonist');(8 u'\\bru24969');(29 u'\\bdiethylamide'),,(5 u'\\btherap'),
2007,5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST,(13 u'\\bagonist'),,(5 u'\\btherap');(26 u'\\bbehav');(4 u'\\btreatment'),
2001,5ht1a;5ht1a;5ht1a;5ht2a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a,(5 u'(?i)\\b(mices|mice)\\b');(1 u'(?i)\\b(mice|mouse)\\b'),Method.KNOCKOUT,(11 u'\\bfluoxetine');(54 u'\\bautoradiography'),(16 u'(?i)\\b(drns|drn)\\b'),(26 u'\\bbehav');(2 u'\\bdisorder');(8 u'\\banxi');(5 u'\\btherap');(13 u'\\bantidepress'),
2002,5ht3;5ht3;5ht3b;5ht3;5ht3b;5ht3;5ht3a;5ht3a;5ht3a,,,,,,
2001,5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1b,,Method.AGONIST;Method.ANTAGONIST,(15 u'\\b8ohdpat');(51 u'\\bway100635');(13 u'\\bagonist');(12 u'\\bantagonist'),,(26 u'\\bbehav'),
2015,5ht3,(4 u'(?i)\\b(rats|rat)\\b'),Method.PET,(37 u'\\bpiperazine');(18 u'\\bimaging');(19 u'\\bpositron emission tomography');(17 u'\\bpet'),,(3 u'\\bclinical'),
1997,5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),,(7 u'\\bpropranolol'),,,
1991,5ht1;5ht1;5ht1;5ht1;5ht1;5ht1a;5ht3;5ht1a;5ht1c;5ht1b;5ht1;5ht1d;5ht1a;5ht1;5ht1b;5ht1;5ht1e;5ht1a;5ht1b;5ht2,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(15 u'\\b8ohdpat');(13 u'\\bagonist');(12 u'\\bantagonist'),(19 u'(?i)\\b(cortexes|cortex)\\b'),,
2001,5ht1a;5ht1a;5ht1a,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST;Method.ANTAGONIST,(15 u'\\b8ohdpat');(13 u'\\bagonist');(12 u'\\bantagonist'),(12 u'(?i)\\b(amygdalas|amygdala)\\b'),,
1996,5ht3;5ht3;5ht3,(4 u'(?i)\\b(rats|rat)\\b'),Method.ANTAGONIST,(23 u'\\bmdl');(20 u'\\bondansetron');(12 u'\\bantagonist'),,(26 u'\\bbehav'),
2000,5ht2a;5ht2c;5ht2c;5ht2a,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST,(3 u'\\bimmunoreactiv');(13 u'\\bagonist');(49 u'\\bdoi'),,,
2014,5ht4;5ht4;5ht4;5ht4,(4 u'(?i)\\b(rats|rat)\\b');(3 u'(?i)\\b(males|male)\\b'),Method.AGONIST;Method.ANTAGONIST,(13 u'\\bagonist');(12 u'\\bantagonist'),,(30 u'\\bpain'),
2003,5ht2a;5ht2c;5ht2c;5ht2a;5ht2,(4 u'(?i)\\b(rats|rat)\\b'),Method.AGONIST,(11 u'\\bfluoxetine');(39 u'\\bselective serotonin reuptake inhibitor');(54 u'\\bautoradiography');(18 u'\\bimaging');(13 u'\\bagonist'),,,
2014,5ht7;5ht7;5ht5;5ht7,,,,,(14 u'\\bcogniti');(2 u'\\bdisorder');(26 u'\\bbehav'),
1999,5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a;5ht1a,(4 u'(?i)\\b(rats|rat)\\b');(3 u'(?i)\\b(males|male)\\b'),Method.STIMULATION;Method.AGONIST;Method.ANTAGONIST,(24 u'\\bgepirone');(13 u'\\bagonist');(12 u'\\bantagonist');(29 u'\\bdiethylamide'),(3 u'(?i)\\b(postsynaptics|postsynaptic)\\b'),(4 u'\\btreatment');(13 u'\\bantidepress'),
2017,5ht1a,,Method.AGONIST,(38 u'\\bssri');(13 u'\\bagonist'),,(4 u'\\btreatment');(20 u'\\bmood');(7 u'\\bdepressi');(2 u'\\bdisorder');(3 u'\\bclinical');(13 u'\\bantidepress'),
